backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,13,0.030757201261244222,-0.30251158298855635,0.30407114837101351,0.011038566832861564,-0.11042746417299623,0.11097781220316932,18698,36,109,14070,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,14,0.030638585171858777,-0.30091169788009925,0.3024674739908696,0.012075216048431755,-0.12067054678203901,0.12127321098780459,18645,41,53,14123,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,15,0.03051996908247322,-0.29997968117015378,0.30152823686637081,0.013056798564017712,-0.13034620985114306,0.13099852827913586,18614,36,31,14154,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,16,0.030460432241037682,-0.29940571105284269,0.3009511883069565,0.01397035483719682,-0.13932747969961953,0.14002613118173723,18595,41,19,14173,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,0,0.0625,-0.63457314922559527,0.63764357733618682,0,0,0,32768,0,0,0,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,1,0.058288005429576961,-0.56970123720542909,0.57267529303293241,0,0,0,29418,60,3350,3350,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,2,0.050972495710878321,-0.51442048220157688,0.51693967523058082,0,0,0,26513,35,2905,6255,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,3,0.047832611346533396,-0.4642703986825284,0.46672793124159861,0,0,0,23925,13,2588,8843,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,4,0.043492039015046266,-0.41845661183660771,0.42071070041949216,0,0,0,21543,-71,2382,11225,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,5,0.038703784060159244,-0.37487486635397682,0.37686754745465606,0,0,0,19314,-30,2229,13454,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,3,1,0,0,1,6,0.034690081291530631,-0.33867097938339863,0.34044299672121825,0,0,0,17443,-17,1871,15325,0,0,0,0,1,1,1,1,1
